State/Crop/District,Season,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13548,23844,1.76
,Winter,,,,17100.47,1149.50667,0.07,7107.02,2989.686667,0.42,7222.98,2258.386667,0.31,11796.12,10852.67,0.92,11812.53,11773.33,1,11734.93,7362,0.63,10007,8452.66,0.84,,,,14976,11441.33,0.76,14465,12555.33,0.87,15768,13834,0.88,16141,10566.66,0.65,15913,5431.33,0.34,15939,40166,2.52,,,,,,,,,,,,,,,,,,
,Total,,,0,30099.04,4962.41967,0.16,12660.3,6569.700667,0.52,11352.56,4215.806667,0.37,17105.39,14332.003,0.84,17094.61,15101.33,0.88,17007.18,9826,0.58,15257,10927.32,0.72,,,0,18746,13723.33,0.73,20000,15990.66,0.8,21086,17989.33,0.85,20708,13035.99,0.63,21570,8101.33,0.38,21515,42965.33,2,24470,58728,2.4,28677,83163,2.9,23280,52962,2.28,29435,66935,2.27,29739,66913,2.25,20373,35788,1.76
16. Lohardaga,Autumn,12453.17,8650.8,0.69,21204.71,13175.19,0.62,10711.35,9504.537333,0.89,10711.35,5648.453333,0.53,12417.07,130064.67,10.47,11252.53,13600.67,1.21,10824.11,14020.66,1.3,5519,2972.66,0.54,,,,9699,6782.66,0.7,5958,5159.33,0.87,5921,3923.33,0.66,4336,3754.66,0.87,5373,3496,0.65,6988,8688.66,1.24,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45230,98360,2.17,44764,100719,2.25,40050,121231,3.03,45160,145099,3.21,44290,145714,3.29,34856,89371,2.56
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27372,70866,2.59
,Winter,6723.39,7081.967,1.05,9788.79,10689.36,1.09,23219,18234.65333,0.79,23219,9426.913333,0.41,40752.3,56075.33,1.38,23871.29,45737.33,1.92,23821.13,42084,1.77,12567,11017.33,0.88,,,,17144,44540,2.6,21880,36772.66,1.68,22141,35337.33,1.6,18495,28001.33,1.51,19691,14636.66,0.74,22295,80336.66,3.6,,,,,,,,,,,,,,,,,,
,Total,19176.56,15732.767,0.82,30993.5,23864.55,0.77,33930.35,27739.19067,0.82,33930.35,15075.36667,0.44,53169.37,186140,3.5,35123.82,59338,1.69,34645.24,56104.66,1.62,18086,13989.99,0.77,,,0,26843,51322.66,1.91,27838,41931.99,1.51,28062,39260.66,1.4,22831,31755.99,1.39,25064,18132.66,0.72,29283,89025.32,3.04,45230,98360,2.17,44764,100719,2.25,40050,121231,3.03,45160,145099,3.21,44290,145714,3.29,62228,160237,2.57
17. Pakur,Autumn,61.81,649.4467,10.51,5996.42,8203.1,1.37,1636.85,1276.742667,0.78,1965.47,1256.593333,0.64,2571.13,1762,0.69,2946.66,2488.667,0.84,2165.12,2302,1.06,1228,846,0.69,,,,2041,1744.66,0.85,2014,2074.66,1.03,1056,817.33,0.77,1447,1323.33,0.91,2543,2200.66,0.87,2596,2964.66,1.14,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50076,93470,1.87,39799,42306,1.06,44786,89572,2,48905,97810,2,48408,97010,2,5168,4134,0.8
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36639,73278,2
,Winter,44941.72,64686.11,1.44,413835.1,509568.9533,1.23,38937.38,40209.56667,1.03,44117.15,39999.54667,0.91,44167.13,43843.33,0.99,45321.89,55141.33,1.22,39664.47,20969.33,0.53,28743,16920,0.59,,,,33124,37098.66,1.12,30202,50316.66,1.67,26048,35186,1.35,30557,48768.66,1.6,33469,44960,1.34,38938,112738.66,2.9,,,,,,,,,,,,,,,,,,
,Total,45003.53,65335.5567,1.45,419831.52,517772.0533,1.23,40574.23,41486.30934,1.02,46082.62,41256.14,0.9,46738.26,45605.33,0.98,48268.55,57629.997,1.19,41829.59,23271.33,0.56,29971,17766,0.59,,,0,35165,38843.32,1.1,32216,52391.32,1.63,27104,36003.33,1.33,32004,50091.99,1.57,36012,47160.66,1.31,41534,115703.32,2.79,50076,93470,1.87,39799,42306,1.06,44786,89572,2,48905,97810,2,48408,97010,2,41807,77412,1.85
18. Palamu,Autumn,8044.42,2016.467,0.25,21390.53,13091.01,0.61,,,,,,,5605.83,3968.667,0.71,6123.91,4348,0.71,6127.48,3129.33,0.51,3777,1306.66,0.35,,,,4346,3612.66,0.83,5101,3944.66,0.77,2488,1320,0.53,1745,1038,0.59,3699,1701.33,0.46,4063,2039.33,0.5,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46451,90920,1.96,41911,57837,1.38,30935,76193,2.46,54714,145758,2.66,50123,132525,2.64,2503,3304,1.32
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,12740,2.45
,Winter,35364.38,25166.69,0.71,34496.44,25228.39333,0.73,18762.54,8105.42,0.43,26965.14,2152.633333,0.08,27595.77,35892.67,1.3,27530.63,28154.67,1.02,25152.05,150560,5.99,16642,3716.66,0.22,,,,20199,38836,1.92,39808,82827.33,2.08,15393,17692,1.15,10794,7829.33,0.73,38476,24368,0.63,45695,101077.33,2.21,,,,,,,,,,,,,,,,,,
,Total,43408.8,27183.157,0.63,55886.97,38319.40333,0.69,18762.54,8105.42,0.43,26965.14,2152.633333,0.08,33201.6,39861.337,1.2,33654.54,32502.67,0.97,31279.53,153689.33,4.91,20419,5023.32,0.25,,,0,24545,42448.66,1.73,44909,86771.99,1.93,17881,19012,1.06,12539,8867.33,0.71,42175,26069.33,0.62,49758,103116.66,2.07,46451,90920,1.96,41911,57837,1.38,30935,76193,2.46,54714,145758,2.66,50123,132525,2.64,7703,16044,2.08
19. Ramgarh,Autumn,,,,,,,,,,,,,,,,,,,1177.01,1174,1,1670,1023.33,0.61,,,,663,574.66,0.87,460,295.33,0.64,548,464.66,0.85,782,1182.66,1.51,609,372,0.61,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32360,54580,1.69,27626,69894,2.53,24941,63101,2.53,34125,86336,2.53,34755,91753,2.64,29097,70124,2.41
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15850,33285,2.1
,Winter,,,,,,,,,,,,,,,,,,,8943.69,14328,1.6,6739,3697.33,0.55,,,,7291,14562.66,2,6640,11257.33,1.7,6792,10238,1.51,7712,11583.33,1.5,37478,13716.66,0.37,18392,58450,3.18,,,,,,,,,,,,,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,10120.7,15502,1.53,8409,4720.66,0.56,,,0,7954,15137.32,1.9,7100,11552.66,1.63,7340,10702.66,1.46,8494,12765.99,1.5,38087,14088.66,0.37,18392,58450,3.18,32360,54580,1.69,27626,69894,2.53,24941,63101,2.53,34125,86336,2.53,34755,91753,2.64,44947,103409,2.3
20. Ranchi,Autumn,51998.42,38998.81,0.75,123810.18,94673.52,0.76,46197.84,31445.32933,0.68,36854.37,19925.92667,0.54,57794.98,42806.67,0.74,48459.12,40932,0.84,38159.67,36302.66,0.95,30610,12060.66,0.39,,,,26411,25196,0.95,28152,31080,1.1,29554,33317.33,1.13,25654,39575.33,1.54,28261,13885.33,0.49,22628,34590.66,1.53,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168179,403629,2.4,143084,343402,2.4,125475,406790,3.24,171000,581400,3.4,171000,649800,3.8,116066,232132,2
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81941,204853,2.5
,Winter,124414.03,153692.9,1.24,126638.97,150109.3933,1.19,122249.96,115729.96,0.95,107993.93,50613.14667,0.47,102622.65,130878,1.28,110647.03,144652.7,1.31,83449.92,144813.33,1.74,96317,74998.66,0.78,,,,69103,139726,2.02,86140,160105.33,1.86,76041,131398.66,1.73,61606,112122.66,1.82,73874,39793.33,0.54,168333,430259.33,2.56,,,,,,,,,,,,,,,,,,
,Total,176412.45,192691.71,1.09,250449.15,244782.9133,0.98,168447.8,147175.2893,0.87,144848.3,70539.07334,0.49,160417.63,173684.67,1.08,159106.15,185584.7,1.17,121609.59,181115.99,1.49,126927,87059.32,0.69,,,0,95514,164922,1.73,114292,191185.33,1.67,105595,164715.99,1.56,87260,151697.99,1.74,102135,53678.66,0.53,190961,464849.99,2.43,168179,403629,2.4,143084,343402,2.4,125475,406790,3.24,171000,581400,3.4,171000,649800,3.8,198007,436985,2.21
21. Sahebganj,Autumn,,,,,,,,,,,,,1081.56,1202,1.11,1384.96,921.3333,0.67,1538.22,1368,0.89,1263,641.33,0.51,,,,979,1083.33,1.11,724,624.66,0.86,661,549.33,0.83,818,823.33,1.01,990,1038.66,1.05,806,847.33,1.05,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44100,79490,1.8,44110,30789,0.7,43530,135378,3.11,46794,147167,3.14,48678,158204,3.25,8559,10202,1.19
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41029,129036,3.14
,Winter,30960.84,36657.63,1.18,30849.59,36978.37333,1.2,31613.57,30686.23333,0.97,29486.43,25279.7,0.86,69714.23,48288.67,0.69,30002.55,27022,0.9,29348.3,28702.66,0.98,23934,14839.33,0.62,,,,23584,24307.33,1.03,36788,36297.33,0.99,28260,33912,1.2,32750,38339.33,1.17,32567,29940,0.92,29879,58144.66,1.95,,,,,,,,,,,,,,,,,,
,Total,30960.84,36657.63,1.18,30849.59,36978.37333,1.2,31613.57,30686.23333,0.97,29486.43,25279.7,0.86,70795.79,49490.67,0.7,31387.51,27943.3333,0.89,30886.52,30070.66,0.97,25197,15480.66,0.61,,,0,24563,25390.66,1.03,37512,36921.99,0.98,28921,34461.33,1.19,33568,39162.66,1.17,33557,30978.66,0.92,30685,58991.99,1.92,44100,79490,1.8,44110,30789,0.7,43530,135378,3.11,46794,147167,3.14,48678,158204,3.25,49588,139238,2.81
22. Saraikela kharsawan,Autumn,,,,,,,745.9,335.1573333,0.45,,,,1091.45,632,0.58,850.94,602.6667,0.71,484.02,355.33,0.73,786,496,0.63,,,,663,392.66,0.59,590,446.66,0.76,372,294.66,0.79,745,631.33,0.85,588,278.66,0.47,560,355.33,0.63,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97807,208654,2.13,77830,179009,2.3,55120,90397,1.64,90115,256828,2.85,97513,273036,2.8,78042,191203,2.45
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50516,123764,2.45
,Winter,,,,61385.1,59257.08,0.97,61257.74,62891.28,1.03,64673.18,28930.46667,0.45,66319.44,101910.7,1.54,66416.01,98605.33,1.48,64062.37,83922,1.31,63751,48323.33,0.76,,,,48720,58236.66,1.2,66916,98188,1.47,68001,91302.66,1.34,65976,106177.33,1.61,55066,24045.33,0.44,55175,100162.66,1.82,,,,,,,,,,,,,,,,,,
,Total,,,0,61385.1,59257.08,0.97,62003.64,63226.43733,1.02,64673.18,28930.46667,0.45,67410.89,102542.7,1.52,67266.95,99207.9967,1.47,64546.39,84277.33,1.31,64537,48819.33,0.76,,,0,49383,58629.32,1.19,67506,98634.66,1.46,68373,91597.32,1.34,66721,106808.66,1.6,55654,24323.99,0.44,55735,100517.99,1.8,97807,208654,2.13,77830,179009,2.3,55120,90397,1.64,90115,256828,2.85,97513,273036,2.8,128558,314967,2.45
23. Simdega,Autumn,,,,58340.01,26408.58,0.45,25055.93,16536.91333,0.66,24680.41,10003.79333,0.41,26728.64,14611.33,0.55,27395.2,28728.67,1.05,26870.36,20063.33,0.75,22928,12396.66,0.54,,,,14156,8446.66,0.6,13260,10687.33,0.81,19939,12534.66,0.63,24781,24930,1.01,23720,15576,0.66,23009,23178,1.01,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85134,170268,2,83259,249777,3,80772,230200,2.85,85119,255357,3,85048,246639,2.9,63792,127584,2
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78471,196178,2.5
,Winter,,,,37613.44,27683.49333,0.74,39815.68,27977.15333,0.7,39815.68,24898.07333,0.63,38105.35,27359.33,0.72,39000.26,65078.67,1.67,45926.57,33434.66,0.73,43438,26323.33,0.61,,,,38033,70868,1.86,41107,67360.66,1.64,53061,73137.33,1.38,41629,64025.33,1.54,60512,49700.66,0.82,38714,97998,2.53,,,,,,,,,,,,,,,,,,
,Total,,,0,95953.45,54092.07333,0.56,64871.61,44514.06666,0.69,64496.09,34901.86667,0.54,64833.99,41970.66,0.65,66395.46,93807.34,1.41,72796.93,53497.99,0.73,66366,38719.99,0.58,,,0,52189,79314.66,1.52,54367,78047.99,1.44,73000,85671.99,1.17,66410,88955.33,1.34,84232,65276.66,0.77,61723,121176,1.96,85134,170268,2,83259,249777,3,80772,230200,2.85,85119,255357,3,85048,246639,2.9,142263,323762,2.28
24. West singhbhum,Autumn,9311.57,5338.633,0.57,20183.11,9782.08,0.48,9775.62,6028.298667,0.62,10102.97,4472.246667,0.44,6695.48,3312,0.49,11343.83,7578,0.67,9655.56,5368.66,0.56,10528,6415.33,0.61,,,,11306,7379.33,0.65,8992,5670.66,0.63,11767,8613.33,0.73,8924,7080,0.79,9813,5397.33,0.55,9823,6234,0.63,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181299,240760,1.33,175214,265975,1.52,155454,308732,1.99,172904,323676,1.87,174683,357052,2.04,112931,203276,1.8
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163327,298072,1.83
,Winter,117119.34,90103.81,0.77,116530.94,61450.64667,0.53,85873.94,81007.7533,0.94,117536.73,47484.84,0.4,127315.75,124514.7,0.98,127677.16,137125.3,1.07,116828.35,95254,0.82,105144,57408.66,0.55,,,,100747,118008,1.17,106671,85266,0.8,112568,154518.66,1.37,104999,132928.66,1.27,108971,50853.33,0.47,101365,130220,1.28,,,,,,,,,,,,,,,,,,
,Total,126430.91,95442.443,0.75,136714.05,71232.72667,0.52,95649.56,87036.05197,0.91,127639.7,51957.08667,0.41,134011.23,127826.7,0.95,139020.99,144703.3,1.04,126483.91,100622.66,0.8,115672,63823.99,0.55,,,0,112053,125387.33,1.12,115663,90936.66,0.79,124335,163131.99,1.31,113923,140008.66,1.23,118784,56250.66,0.47,111188,136454,1.23,181299,240760,1.33,175214,265975,1.52,155454,308732,1.99,172904,323676,1.87,174683,357052,2.04,276258,501348,1.81
Total (Rice),,1059018.29,1063090.991,1,2051720.69,1943353.096,0.95,1134251.31,1006373.022,0.89,1104098.11,614026.72,0.56,1179218.42,1429944.071,1.21,1198054.31,1470623.997,1.23,1196859.49,1496577.84,1.25,983049,592477.84,0.6,,,0,982701,1376323.84,1.4,1091071,1422488.47,1.3,1087141,1498319.76,1.38,989002,1392785.19,1.41,1162489,762241.15,0.66,1342058,2775026.5,2.07,1735411,3421253,1.97,1527103,2894101,1.9,1357726,3612589,2.66,1750605,5123083,2.93,1763548,5365174,3.04,1878688,4484675,2.39
22. Safflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,1.64
2. Chatra,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,0.3,,,
3. Deoghar,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0.56,,,,,,,,,,,,,,,
4. Dumka,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,47,0.58,23,12,0.52,210,105,0.5,64,32,0.5,,,,,,
5. East singhbum,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,45,23,0.51,50,23,0.46,130,59,0.45,75,34,0.45,5,2,0.4
6. Giridih,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,0.38,2,1,0.5,10,4,0.4,2,1,0.5,3,1,0.33,4,2,0.5
7. Godda,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,339,0.68,276,174,0.63,,,,,,,,,,,,
8. Gumla,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,0.4,30,11,0.37,30,9,0.3,35,14,0.4
9. Hazaribagh,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,28,0.48,,,,,,,,,,11,4,0.36,6,0,0
10. Khunti,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,184,0.5,44,18,0.41,10,5,0.5,501,351,0.7,,,,,,
11. Koderma,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,78,0.7,,,,,,,,,,1,0,0,1,0,0
12. Pakur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5,2,1,0.5,,,,,,,,,,,,
13. Palamu,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,0,,,,10,5,0.5,2,1,0.5,16,20,1.25,11,0,0
14. Ramgarh,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,19,0.46,,,,,,,,,,,,,,,
15. Ranchi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,132,0.5,,,,,,,,,,255,78,0.31,,,
16. Saraikela kharsawan,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,219,0.58,,,,,,,42,13,0.31,,,
17. Simdega,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,259,1.15,5,6,1.2,19,12,0.63,,,,15,4,0.27,,,
Total (Safflower),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2005,1112,0.55,775,454,0.59,319,158,0.5,729,455,0.62,468,169,0.36,73,36,0.49
23. Sesamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42,0.42,100,42,0.42,7,4,0.57,,,,65,23,0.35,,,
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,117,0.36,400,144,0.36,386,147,0.38,320,125,0.39,318,127,0.4,,,
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,0.34,9,3,0.33,47,16,0.34,51,18,0.35,20,12,0.6,19,11,0.58
4. Dhanbad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,62,0.44,56,25,0.45,53,21,0.4,62,25,0.4,59,24,0.41,,,
5. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,1368,0.52,2383,1346,0.56,958,599,0.63,848,509,0.6,610,366,0.6,6,4,0.67
6. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,179,0.48,372,112,0.3,250,75,0.3,148,52,0.35,154,55,0.36,98,35,0.36
7. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,570,0.21,1587,389,0.25,1600,392,0.25,1360,378,0.28,1145,457,0.4,1119,392,0.35
8. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,0.62,5,3,0.6,52,33,0.63,67,30,0.45,68,43,0.63,635,406,0.64
9. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,160,0.4,323,131,0.41,233,89,0.38,55,22,0.4,185,77,0.42,,,
10. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,32,0.47,95,44,0.46,96,20,0.21,26,5,0.19
11. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,57,0.44,283,125,0.44,,,,27,12,0.44,79,32,0.41,25,10,0.4
12. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,19,0.4,55,17,0.31,,,,53,32,0.6,6,4,0.67
13. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,22,0.3,262,105,0.4,,,,204,71,0.35,153,54,0.35,158,55,0.35
14. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,108,0.4,184,74,0.4,151,60,0.4,166,66,0.4,96,48,0.5,166,83,0.5
15. Latehar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,133,0.22,621,137,0.22,511,113,0.22,647,146,0.23,742,164,0.22,455,101,0.22
16. Lohardaga,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,10,0.3,12,4,0.33,2,1,0.5
17. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,178,0.31,408,86,0.21,418,130,0.31,544,169,0.31,123,38,0.31,,,
18. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,2260,0.45,4500,1350,0.3,522,235,0.45,537,269,0.5,499,262,0.53,298,159,0.53
19. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,34,0.44,307,135,0.44,,,,16,7,0.44,45,23,0.51,11,6,0.55
20. Ranchi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,85,0.4,221,88,0.4,237,107,0.45,245,110,0.45,254,114,0.45,254,114,0.45
21. Sahebganj,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,88,0.36,44,16,0.36,,,,35,29,0.83,,,,,,
22. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,228,0.5,96,38,0.4,48,19,0.4,37,15,0.41,86,34,0.4,73,29,0.4
23. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,420,0.7,600,,0,157,98,0.62,133,83,0.62,135,88,0.65,254,165,0.65
24. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,559,0.49,1826,760,0.42,91,37,0.41,17,7,0.41,185,76,0.41,163,68,0.42
Total (Sesamum),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,16168,6693,0.41,14634,5128,0.35,5844,2224,0.38,5647,2197,0.39,5182,2173,0.42,3768,1648,0.44
24. Soyabean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,164,0.82,163,196,1.2,140,224,1.6,40,64,1.6,22,35,1.59,22,35,1.59
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,0.83,327,278,0.85,104,189,1.82,110,200,1.82,106,195,1.84,106,193,1.82
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,6,5,0.83,,,,46,40,0.87,3,3,1,3,3,1
4. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,195,0.69,322,211,0.66,265,159,0.6,263,158,0.6,,,,,,
